,track_name,artist,duration_ms,genres,tempo,loudness,energy,danceability,key,instrumentalness,valence,emotion
179,My Shit,A Boogie Wit da Hoodie,128156,"melodic rap, rap, trap",77.998,-8.3,0.621,0.812,5,0.0,0.847,hype
180,Rolex,Ayo & Teo,238586,"trap, viral rap, viral trap",144.946,-2.512,0.886,0.804,1,0.0,0.789,hype
181,Candy Shop,50 Cent,209106,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",125.173,-7.961,0.574,0.614,11,3.2e-05,0.755,hype
182,Gassed Up,Nebu Kiniza,193911,"melodic rap, plugg",148.88,-9.072,0.568,0.798,5,0.0,0.45,hype
183,Drop It Like It's Hot,Snoop Dogg,266066,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",91.979,-3.872,0.632,0.888,1,0.0,0.662,hype
184,Low (feat. T-Pain),Flo Rida,231400,"dance pop, miami hip hop, pop, pop rap",128.008,-5.64,0.609,0.918,10,0.0,0.304,hype
185,Don't Tell 'Em,Jeremih,266840,"chicago rap, pop rap, r&b, trap, urban contemporary",98.052,-5.225,0.527,0.856,2,0.0,0.386,hype
186,We Get Turnt Up,Team Twin,221936,viral trap,139.009,-7.467,0.557,0.923,1,0.0,0.344,hype
187,Look At Me!,XXXTENTACION,126345,"emo rap, miami hip hop",139.059,-6.405,0.726,0.763,1,0.0,0.349,hype
188,Yes Indeed,Lil Baby,142273,"atl hip hop, atl trap, rap, trap",119.957,-9.309,0.346,0.963,5,0.0,0.562,hype
189,I Don't Like,Chief Keef,293840,"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap",131.986,-4.622,0.844,0.742,2,0.0,0.416,hype
190,Shots,Lil Jon,218000,"atl hip hop, crunk, dance pop, dirty south rap, old school atlanta hip hop, pop rap, southern hip hop, trap",128.017,-2.441,0.863,0.822,1,1.29e-06,0.174,hype
191,beibs in the trap,Travis Scott,213863,"hip hop, rap, slap house",119.054,-6.054,0.571,0.743,7,0.0,0.495,hype
192,Water,Ugly God,138936,"rap, trap, underground hip hop",140.04,-15.617,0.245,0.816,0,0.000813,0.187,hype
193,Myron,Lil Uzi Vert,224954,"hip hop, melodic rap, philly rap, rage rap, rap",155.047,-6.976,0.654,0.771,8,0.0,0.573,hype
194,Shoota (feat. Lil Uzi Vert),Playboi Carti,153800,"atl hip hop, plugg, pluggnb, rage rap, rap",153.075,-8.433,0.649,0.673,1,0.0,0.47,hype
195,FEFE,6ix9ine,179404,emo rap,125.978,-9.127,0.387,0.931,1,0.0,0.376,hype
196,All 4 One - Extended Mix,Dave Simon,354454,super eurobeat,154.09,-2.314,0.986,0.471,0,0.000194,0.828,hype
197,ELDORADO,dave rodgers,279338,super eurobeat,151.975,-4.802,0.98,0.459,4,3.2e-06,0.176,hype
198,"Moving Up, Moving Now - Extended",Jean Love,337339,super eurobeat,151.937,-2.26,0.954,0.541,0,0.49,0.83,hype
199,Power Kiss - Extended,JOE DE NOVO,270020,eurobeat,159.007,-4.08,0.981,0.42,7,0.00024,0.798,hype
200,I Just Wanna Call You Now - Extended Mix,Norma Sheffield,326266,"eurobeat, super eurobeat",145.989,-2.522,0.978,0.475,0,0.49,0.939,hype
201,LOVE & MONEY,Za Za,299933,super eurobeat,155.437,-5.338,0.971,0.564,9,0.132,0.961,hype
202,TAKE ME BACK TO TOKYO,MEGA NRG MAN,303733,"eurobeat, super eurobeat",155.106,-4.51,0.961,0.544,7,1.93e-05,0.88,hype
203,Tokyo Lights - Extended Version,Ace,294233,super eurobeat,154.99,-6.814,0.981,0.442,9,0.0511,0.581,hype
204,No Control - Extended Mix,Manuel,310760,super eurobeat,148.035,-1.996,0.985,0.497,6,0.0,0.904,hype
205,CALLED MY NAME,MEGA NRG MAN,292600,"eurobeat, super eurobeat",76.566,-8.54,0.958,0.491,8,1.7e-06,0.748,hype
206,Manifold Love - Eurobeat Version,Hotblade,242658,"eurobeat, super eurobeat",157.996,-6.124,0.979,0.418,6,1.03e-05,0.633,hype
207,I NEED YOUR LOVE,Dave Simon,286566,super eurobeat,157.998,-4.335,0.955,0.458,10,1.53e-06,0.707,hype
208,Love Generation - Extended mix,SUZY LAZY,333798,,152.14,-7.648,0.95,0.483,7,0.327,0.74,hype
209,GOODBYE YELLOW BRICK ROAD,Wain L,272833,super eurobeat,149.076,-5.275,0.971,0.453,9,0.000976,0.662,hype
210,Supertonic Lady - Extended Mix,MEGA NRG MAN,275500,"eurobeat, super eurobeat",149.005,-1.977,0.991,0.556,1,0.0,0.873,hype
211,"Let'S Go, Come On - Extended Mix",Manuel,308466,super eurobeat,148.944,-2.051,0.989,0.519,0,3.9e-05,0.917,hype
212,Don't Let Me Go,Luise,330742,,152.012,-6.219,0.998,0.54,6,0.00581,0.925,hype
213,Heavensent,Ace,244389,super eurobeat,157.014,-6.362,0.956,0.445,1,0.0,0.36,hype
214,TORA TORA TORA,DOMINO,255933,super eurobeat,148.016,-8.844,0.938,0.568,4,0.0151,0.961,hype
215,Crazy for Love - Extended Version,Dusty,283960,eurobeat,159.994,-4.063,0.996,0.578,11,2.82e-05,0.522,hype
216,I Won't Fall Apart - Eurobeat Version,Jager,257558,"eurobeat, super eurobeat",150.041,-4.331,0.999,0.456,4,2.48e-05,0.622,hype
217,Call Me Through the Night - Extended Version,KEN BLAST,313757,"eurobeat, super eurobeat",157.017,-3.274,0.998,0.481,9,5.25e-06,0.793,hype
218,Forever Young - Extended Mix,Symbol,380533,,157.961,-4.947,0.933,0.453,0,0.0,0.533,hype
219,T-RRex - Extended,Maximum Power,306666,,161.95,-4.23,0.995,0.458,0,0.0262,0.832,hype
220,Freedom Ride - Eurobeat Version,The Snake,252387,super eurobeat,155.043,-4.554,0.922,0.456,7,6.71e-06,0.474,hype
221,メフィスト - Oshi No Ko - Eurobeat Version,LMR Eurobeat,222400,,149.969,-6.393,0.838,0.596,2,0.000343,0.821,hype
222,Boom Boom Para Para - Extended Mix,Lou Grant,360656,super eurobeat,153.879,-2.636,0.995,0.448,9,4.42e-05,0.807,hype
223,Super Rider,Mark Astley,253853,super eurobeat,157.003,-3.637,0.995,0.481,5,0.000351,0.969,hype
224,King Of The World,David Dima,320506,"eurobeat, super eurobeat",151.989,-2.696,0.997,0.431,11,0.000327,0.833,hype
225,Hot Hot Racing Car,Go2,270236,"eurobeat, super eurobeat",158.054,-4.737,0.998,0.48,9,0.000592,0.405,hype
226,Energy love,Delta Queens,359907,super eurobeat,155.927,-6.515,0.968,0.597,11,0.0972,0.963,hype
