,track_name,artist,duration_ms,genres,tempo,loudness,energy,danceability,key,instrumentalness,valence,emotion
197,Solo,Dylan Joshua,217105,,127.186,-10.235,0.402,0.622,3,0.0311,0.0372,sad
198,Since Way Back,Drake,368035,"canadian hip hop, canadian pop, hip hop, pop rap, rap",153.294,-11.121,0.266,0.468,0,9.55e-06,0.222,sad
199,Final Fantasy,Drake,219960,"canadian hip hop, canadian pop, hip hop, pop rap, rap",144.206,-10.977,0.449,0.5,0,7.96e-06,0.104,sad
200,Right Hand,Drake,190595,"canadian hip hop, canadian pop, hip hop, pop rap, rap",100.518,-7.657,0.301,0.916,2,0.0,0.351,sad
201,Blame,Bryson Tiller,127028,"kentucky hip hop, r&b, rap",114.975,-8.558,0.38,0.729,11,5.01e-05,0.323,sad
202,Gold Roses (feat. Drake),Rick Ross,345160,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",80.142,-5.318,0.642,0.581,1,0.0,0.536,sad
203,when the party's over,Billie Eilish,196077,"art pop, pop",82.642,-14.084,0.111,0.367,4,3.97e-05,0.198,sad
204,lovely (with Khalid),Billie Eilish,200185,"art pop, pop",115.284,-10.109,0.296,0.351,4,0.0,0.12,sad
205,Trust Issues,Drake,281518,"canadian hip hop, canadian pop, hip hop, pop rap, rap",89.177,-5.456,0.539,0.421,11,0.0,0.523,sad
206,How Bout Now,Drake,235566,"canadian hip hop, canadian pop, hip hop, pop rap, rap",122.062,-8.364,0.404,0.789,1,0.0,0.472,sad
207,The Motion,Drake,240956,"canadian hip hop, canadian pop, hip hop, pop rap, rap",157.769,-7.142,0.788,0.631,4,0.000317,0.544,sad
208,Heat Of The Moment,Drake,343455,"canadian hip hop, canadian pop, hip hop, pop rap, rap",78.036,-8.344,0.454,0.641,5,0.000116,0.302,sad
209,Girls Love Beyoncé (feat. James Fauntleroy),Drake,225011,"canadian hip hop, canadian pop, hip hop, pop rap, rap",126.046,-11.25,0.489,0.619,11,0.0,0.328,sad
210,I Get Lonely,Drake,253561,"canadian hip hop, canadian pop, hip hop, pop rap, rap",81.376,-9.178,0.501,0.477,11,5.61e-06,0.689,sad
211,My Side,Drake,294650,"canadian hip hop, canadian pop, hip hop, pop rap, rap",81.012,-5.661,0.495,0.549,6,7.26e-06,0.385,sad
212,Blinding Lights,The Weeknd,201573,"canadian contemporary r&b, canadian pop, pop",171.017,-4.075,0.796,0.513,1,0.000209,0.345,sad
213,Heartless,The Weeknd,200080,"canadian contemporary r&b, canadian pop, pop",169.954,-5.831,0.75,0.531,10,7.6e-05,0.198,sad
214,Vete,Bad Bunny,192024,"reggaeton, trap latino, urbano latino",91.976,-4.394,0.672,0.886,1,8.78e-06,0.526,sad
215,Who Needs Love,Trippie Redd,158532,"melodic rap, rap, trap",108.963,-7.664,0.516,0.85,0,0.0,0.874,sad
216,Wanna Be a Kid Again,NO1-NOAH,148453,trap soul,76.04,-12.927,0.191,0.598,8,2.13e-05,0.288,sad
217,Losin Control,Russ,237506,"hawaiian hip hop, pop rap",96.992,-6.545,0.245,0.759,6,0.000154,0.209,sad
218,Get You The Moon (feat. Snøw),Kina,179080,"sad lo-fi, slowed and reverb",118.917,-16.541,0.235,0.498,1,0.0,0.0895,sad
219,Falling,Trevor Daniel,159381,melodic rap,127.085,-8.756,0.431,0.785,10,0.0,0.236,sad
